image,class_id,class_name,confidence,x1,y1,x2,y2
000480_jpg.rf.d057d96e986438498cbddf8c5e8debb2.jpg,3,shipwreck,0.4823,21.2,120.84,462.89,474.81
000505_jpg.rf.e5ba59b6324c9d0e7271fd89f7466414.jpg,2,other,0.5181,11.48,181.66,314.88,381.43
000505_jpg.rf.e5ba59b6324c9d0e7271fd89f7466414.jpg,3,shipwreck,0.3155,13.88,181.41,310.71,372.69
000506_jpg.rf.42ccef33acf5ed0e05342f03f68abb55.jpg,3,shipwreck,0.814,68.08,36.54,567.75,283.64
000510_jpg.rf.bef52d22251db94a2e146ec1c00cfd91.jpg,3,shipwreck,0.4124,38.21,11.49,524.86,636.49
000520_jpg.rf.05b56c4ef8bf9ea6a4d8f113719117e7.jpg,3,shipwreck,0.7298,196.44,137.35,477.58,534.44
000545_jpg.rf.ffa559fd740044f7c642df1f65b6b176.jpg,3,shipwreck,0.9334,25.56,164.83,582.55,410.59
000582_jpg.rf.86346c094f1fbc96740ce5fc80a97906.jpg,3,shipwreck,0.8769,168.03,56.66,545.4,578.77
000599_jpg.rf.083e52b169f02c2f2576ba26b36bce21.jpg,3,shipwreck,0.8656,351.21,192.11,455.94,603.22
000610_jpg.rf.f967713c9447158c55a431904214b987.jpg,3,shipwreck,0.8662,409.81,476.21,447.42,516.3
000610_jpg.rf.f967713c9447158c55a431904214b987.jpg,2,other,0.341,139.74,293.29,159.21,333.82
000610_jpg.rf.f967713c9447158c55a431904214b987.jpg,2,other,0.2655,409.06,474.51,449.15,517.28
000639_jpg.rf.b2a7ace0cd4eb343cc580162b8e3dc1e.jpg,3,shipwreck,0.8084,124.73,28.7,417.29,484.42
000641_jpg.rf.2b487af512c31538c2e5d04a59cf28bf.jpg,3,shipwreck,0.8801,69.59,116.07,494.65,308.81
000647_jpg.rf.1b3748f955fdbbc2493e7fdc74514b28.jpg,3,shipwreck,0.9006,318.39,23.8,493.05,441.99
000647_jpg.rf.1b3748f955fdbbc2493e7fdc74514b28.jpg,2,other,0.4192,434.78,556.09,513.11,632.18
000647_jpg.rf.1b3748f955fdbbc2493e7fdc74514b28.jpg,2,other,0.2776,427.61,543.1,529.07,634.46
000650_jpg.rf.e1ee2051848388fc25b297f69f8855c2.jpg,3,shipwreck,0.6812,47.33,208.37,635.83,547.46
000650_jpg.rf.e1ee2051848388fc25b297f69f8855c2.jpg,3,shipwreck,0.4191,44.36,279.77,617.93,588.2
000685_jpg.rf.fb12d1f32711d6de4911b649eae3d8d1.jpg,3,shipwreck,0.9058,132.76,248.38,263.48,377.03
000686_jpg.rf.2607951aa62c8eae9a9ce7a12f59f21a.jpg,3,shipwreck,0.911,281.65,98.08,393.76,547.44
