image,class_id,class_name,confidence,x1,y1,x2,y2
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,3,shipwreck,0.4973,61.23,17.03,213.18,584.31
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,3,shipwreck,0.4172,6.95,76.84,204.47,639.86
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,3,shipwreck,0.3293,80.45,13.12,219.5,441.09
000388_jpg.rf.347bb71e490d6a2ec1775646b4ed7f64.jpg,3,shipwreck,0.4393,189.76,151.78,425.55,313.52
000403_jpg.rf.01d5e5309a10dd3c45f1a134527eeeac.jpg,3,shipwreck,0.6848,195.71,162.38,312.34,474.82
000420_jpg.rf.7deb9defe28fe81987805ced38e90f30.jpg,3,shipwreck,0.2623,137.91,191.35,473.73,568.23
000436_jpg.rf.0e115012d10040c027bb334ee668df55.jpg,1,fish,0.5809,21.91,310.07,34.38,333.12
000436_jpg.rf.0e115012d10040c027bb334ee668df55.jpg,3,shipwreck,0.337,111.27,247.05,168.38,637.81
000506_jpg.rf.42ccef33acf5ed0e05342f03f68abb55.jpg,3,shipwreck,0.6415,84.35,55.73,601.42,308.45
000506_jpg.rf.42ccef33acf5ed0e05342f03f68abb55.jpg,3,shipwreck,0.3467,59.53,40.13,571.81,240.6
000510_jpg.rf.bef52d22251db94a2e146ec1c00cfd91.jpg,3,shipwreck,0.3761,515.31,8.92,638.57,574.63
000510_jpg.rf.bef52d22251db94a2e146ec1c00cfd91.jpg,3,shipwreck,0.3509,21.08,7.92,386.68,572.35
000545_jpg.rf.ffa559fd740044f7c642df1f65b6b176.jpg,3,shipwreck,0.7952,34.01,162.71,579.01,416.4
000545_jpg.rf.ffa559fd740044f7c642df1f65b6b176.jpg,3,shipwreck,0.4216,32.98,154.91,582.2,562.48
000582_jpg.rf.86346c094f1fbc96740ce5fc80a97906.jpg,3,shipwreck,0.5774,130.23,95.93,532.58,592.61
000582_jpg.rf.86346c094f1fbc96740ce5fc80a97906.jpg,3,shipwreck,0.2873,561.46,181.51,640.0,317.43
000599_jpg.rf.083e52b169f02c2f2576ba26b36bce21.jpg,3,shipwreck,0.5399,359.98,193.52,448.02,625.64
000610_jpg.rf.f967713c9447158c55a431904214b987.jpg,1,fish,0.2628,142.22,292.03,155.49,336.16
000639_jpg.rf.b2a7ace0cd4eb343cc580162b8e3dc1e.jpg,3,shipwreck,0.2834,72.6,11.36,444.32,493.15
000641_jpg.rf.2b487af512c31538c2e5d04a59cf28bf.jpg,3,shipwreck,0.3486,63.23,107.29,580.28,297.18
000647_jpg.rf.1b3748f955fdbbc2493e7fdc74514b28.jpg,3,shipwreck,0.6078,333.96,1.1,486.64,441.88
000647_jpg.rf.1b3748f955fdbbc2493e7fdc74514b28.jpg,3,shipwreck,0.6003,377.81,10.54,487.42,448.24
000647_jpg.rf.1b3748f955fdbbc2493e7fdc74514b28.jpg,3,shipwreck,0.3133,190.68,0.0,490.24,442.78
000650_jpg.rf.e1ee2051848388fc25b297f69f8855c2.jpg,3,shipwreck,0.4888,46.68,249.45,477.91,584.39
000650_jpg.rf.e1ee2051848388fc25b297f69f8855c2.jpg,3,shipwreck,0.3419,50.77,221.99,626.35,560.89
000650_jpg.rf.e1ee2051848388fc25b297f69f8855c2.jpg,3,shipwreck,0.2619,55.27,320.79,419.78,582.69
000685_jpg.rf.fb12d1f32711d6de4911b649eae3d8d1.jpg,3,shipwreck,0.6688,130.16,254.91,263.62,372.32
000686_jpg.rf.2607951aa62c8eae9a9ce7a12f59f21a.jpg,3,shipwreck,0.8132,287.06,76.51,399.49,536.56
