image,class_id,class_name,confidence,x1,y1,x2,y2
000436_jpg.rf.0e115012d10040c027bb334ee668df55.jpg,1,fish,0.2544,18.87,312.58,34.91,342.62
000480_jpg.rf.d057d96e986438498cbddf8c5e8debb2.jpg,3,shipwreck,0.5386,332.88,7.41,414.27,133.28
000480_jpg.rf.d057d96e986438498cbddf8c5e8debb2.jpg,3,shipwreck,0.3411,238.2,186.81,503.5,564.51
000491_jpg.rf.3d3df657a8bbc70a67b27119f5260aaf.jpg,3,shipwreck,0.3006,9.59,116.03,627.86,638.3
000505_jpg.rf.e5ba59b6324c9d0e7271fd89f7466414.jpg,2,other,0.618,345.37,259.54,579.63,432.12
000506_jpg.rf.42ccef33acf5ed0e05342f03f68abb55.jpg,3,shipwreck,0.8304,57.89,44.96,612.24,281.79
000510_jpg.rf.bef52d22251db94a2e146ec1c00cfd91.jpg,3,shipwreck,0.7393,157.28,0.0,486.6,578.56
000510_jpg.rf.bef52d22251db94a2e146ec1c00cfd91.jpg,3,shipwreck,0.7307,520.47,115.03,640.0,620.44
000510_jpg.rf.bef52d22251db94a2e146ec1c00cfd91.jpg,3,shipwreck,0.3614,11.02,0.0,488.11,605.39
000545_jpg.rf.ffa559fd740044f7c642df1f65b6b176.jpg,3,shipwreck,0.8592,21.46,165.6,590.66,393.92
000582_jpg.rf.86346c094f1fbc96740ce5fc80a97906.jpg,3,shipwreck,0.8552,145.92,73.93,615.92,593.6
000599_jpg.rf.083e52b169f02c2f2576ba26b36bce21.jpg,3,shipwreck,0.704,364.39,199.37,450.76,607.82
000610_jpg.rf.f967713c9447158c55a431904214b987.jpg,3,shipwreck,0.4136,411.15,477.09,448.93,515.98
000639_jpg.rf.b2a7ace0cd4eb343cc580162b8e3dc1e.jpg,3,shipwreck,0.7383,122.72,24.07,454.81,564.03
000639_jpg.rf.b2a7ace0cd4eb343cc580162b8e3dc1e.jpg,2,other,0.2884,3.34,507.58,67.99,629.88
000639_jpg.rf.b2a7ace0cd4eb343cc580162b8e3dc1e.jpg,3,shipwreck,0.252,112.05,25.72,585.15,588.14
000641_jpg.rf.2b487af512c31538c2e5d04a59cf28bf.jpg,3,shipwreck,0.7723,78.9,121.23,515.33,309.89
000647_jpg.rf.1b3748f955fdbbc2493e7fdc74514b28.jpg,3,shipwreck,0.5969,299.48,0.0,495.45,457.12
000650_jpg.rf.e1ee2051848388fc25b297f69f8855c2.jpg,3,shipwreck,0.362,191.41,215.1,579.34,528.83
000685_jpg.rf.fb12d1f32711d6de4911b649eae3d8d1.jpg,3,shipwreck,0.8861,133.37,252.74,262.17,365.43
000686_jpg.rf.2607951aa62c8eae9a9ce7a12f59f21a.jpg,3,shipwreck,0.8333,285.15,107.6,394.26,545.88
